FID,Shape *,LAB_REF,C14AGE,C14_STANDA,Period,COUNTY,Country,C14_MATERIAL,SITE_NAME,Overall context,C14_TAXON_,SPECIES_TR,MUNICIPALI,LATITUDE,LONGITUDE,Bioregion
5608,Point,Tra-3309,1255,30,600-800 AD,Buskerud,Norway,Charcoal,SudnR31,Iron production site,Betula,Betula,Hol,60.482,8.076,Alpine
5609,Point,Ua-48719,1221,30,600-800 AD,Oppland,Norway,Charcoal,Varpe bro,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5610,Point,Tra-2058,1215,30,600-800 AD,Oppland,Norway,Charcoal,Synhaug,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5611,Point,Tra-2059,1190,30,600-800 AD,Oppland,Norway,Charcoal,Synhaug,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5612,Point,Tra-3086,1305,30,600-800 AD,Hedmark,Norway,Charcoal,Gaarder,Iron production site,Betula,Betula,Elverum,60.764,10.813,Boreal
5613,Point,Tra-2056,1170,30,600-800 AD,Oppland,Norway,Charcoal,Synhaug,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5614,Point,Tra-2057,1170,30,600-800 AD,Oppland,Norway,Charcoal,Synhaug,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5615,Point,Ua-50342,1141,30,600-800 AD,Oppland,Norway,Charcoal,Synnfjellstua,Iron production site,Betula,Betula,Nordre Land,60.879,9.986,Boreal
5616,Point,Tra-3048,1480,30,600-800 AD,Vestfold,Norway,Charcoal,Lunde,Other,Betula,Betula,Larvik,59.054,10.013,Boreal
5617,Point,Tra-3958,1480,30,600-800 AD,Østfold,Norway,Charcoal,Grimstad nordre,Other,Betula,Betula,Fredrikstad,59.214,11.0592,Boreal
5618,Point,Beta-430379,1450,30,600-800 AD,Østfold,Norway,Charcoal,Solberg-Navestad,Other,Betula,Betula,Sarpsborg,59.2216,11.1613,Boreal
5619,Point,Tua-4324,1450,30,600-800 AD,Østfold,Norway,Charcoal,Langkas 1,Other, Salix,Salix,Halden,59.1102,11.2582,Boreal
5620,Point,Ua-46391,1430,30,600-800 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Betula,Betula,Hobøl,59.625,10.988,Boreal
5621,Point,Ua-46176,1415,30,600-800 AD,Østfold,Norway,Charcoal,Kolberg søndre,Other,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5622,Point,Tra-2276,1385,30,600-800 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Quercus,Quercus,Tønsberg,59.2833,10.3121,Boreal
5623,Point,Tua-6975,1255,30,600-800 AD,Hedmark,Norway,Charcoal,Rødstranda (K3),Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
5624,Point,Tra-736,1440,30,600-800 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Salix,Salix,Stokke,59.2873,10.3327,Boreal
5625,Point,Tra-735,1310,30,600-800 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Quercus,Quercus,Stokke,59.2873,10.3327,Boreal
5626,Point,Tua-7326,1280,30,600-800 AD,Hedmark,Norway,Charcoal,Melvold,Settlement site,Pinus,Pinus,Åmot,61.2,11.45,Boreal
5627,Point,Ua-47917,1373,30,600-800 AD,Vestfold,Norway,Charcoal,Pjonkerød 49/1,Settlement site,Quercus,Quercus,Horten,61.109,5.909,Atlantic
5628,Point,Ua-45513,1334,30,600-800 AD,Vestfold,Norway,Charcoal,Hovland 3,Settlement site,Betula,Betula,Larvik,59.0782,10.0482,Boreal
5629,Point,Tra-10,1460,30,600-800 AD,Oppland,Norway,Charcoal,Lisætra,Iron production site,Betula,Betula,Øyer,61.273,10.431,Boreal
5630,Point,Tra-9,1440,30,600-800 AD,Oppland,Norway,Charcoal,Lisætra,Iron production site,Betula,Betula,Øyer,61.273,10.431,Boreal
5631,Point,Tra-534,1240,30,600-800 AD,Buskerud,Norway,Charcoal,medalenR36,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
5632,Point,Tra-8,1340,30,600-800 AD,Oppland,Norway,Charcoal,Lisætra,Iron production site,Betula,Betula,Øyer,61.273,10.431,Boreal
5633,Point,Tra-828,1425,30,600-800 AD,Oppland,Norway,Charcoal,Haug,Iron production site,Betula,Betula,Gjøvik,60.835,10.617,Boreal
5634,Point,Beta-419191,1420,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Lok 503 Lunheim I,Iron production site,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5635,Point,Beta-419194,1400,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Lok 502 Sinderhaugen II,Iron production site,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5636,Point,Ua-45007,1259,30,600-800 AD,Oppland,Norway,Charcoal,Beito,Iron production site,Betula,Betula,Øystre Slidre,61.184,9.06,Boreal
5637,Point,Ua-45008,1320,30,600-800 AD,Oppland,Norway,Charcoal,Beito,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
5638,Point,Ua-45009,1311,30,600-800 AD,Oppland,Norway,Charcoal,Beito,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
5639,Point,Tra-5,1370,30,600-800 AD,Oppland,Norway,Charcoal,Lisætra,Iron production site,Pinus,Pinus,Øyer,61.273,10.431,Boreal
5640,Point,Beta-430412,1360,30,600-800 AD,Oppland,Norway,Wood,Lendbreen,Other,Salix,Salix,Lom/Skjåk,61.739,8.114,Alpine
5641,Point,Beta-390772,1270,30,600-800 AD,Oppland,Norway,Wood,Digervarden,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5642,Point,Beta-430411,1250,30,600-800 AD,Oppland,Norway,Wood,Lendbreen,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5643,Point,Beta-320923,1240,30,600-800 AD,Oppland,Norway,Wood,Lendbreen,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5644,Point,Beta-320917,1200,30,600-800 AD,Oppland,Norway,Charcoal,Åndfonne (Kluftutefonni),Other,Betula,Betula,Skjåk,61.824,8.351,Alpine
5645,Point,Beta-430433,1190,30,600-800 AD,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5646,Point,Beta-430413,1260,30,600-800 AD,Oppland,Norway,Wood,Lendbreen,Other,Pinus,Pinus,Lom/Skjåk,61.739,8.114,Alpine
5647,Point,Beta-430414,1260,30,600-800 AD,Oppland,Norway,Wood,Lendbreen,Other,Fraxinus,Fraxinus,Lom/Skjåk,61.739,8.114,Alpine
5648,Point,Beta-320916,1130,30,600-800 AD,Oppland,Norway,Wood,Belgjinøse Nord,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5649,Point,Tra-2475,1455,30,600-800 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Salix,Salix,Tønsberg,59.2833,10.3121,Boreal
5650,Point,Ua-64779,1370,30,600-800 AD,Østfold,Norway,Wood,Gjellestad,Other,Quercus,Quercus,Halden,59.1477,11.2505,Boreal
5651,Point,Ua-64780,1338,30,600-800 AD,Østfold,Norway,Wood,Gjellestad,Other,Quercus,Quercus,Halden,59.1477,11.2505,Boreal
5652,Point,Tra-2077,1360,30,600-800 AD,Vestfold,Norway,Charcoal,Borge østre 22,Other,Corylus,Corylus,Sandefjord,59.255,10.2917,Boreal
5653,Point,Tra-3527,1425,30,600-800 AD,Hedmark,Norway,Charcoal,begroingslag i fangstgrop S3,Other,Pinus,Pinus,Åmot,61.078,11.346,Boreal
5654,Point,Tua-5725,1280,30,600-800 AD,Hedmark,Norway,Charcoal, Fg. 27/S. Gml. markoverflate under voll,Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
5655,Point,Ua-45868,1357,30,600-800 AD,Oppland,Norway,Charcoal,Brandrud 1,Other,Betula,Betula,Fron,61.5668,9.9141,Boreal
5656,Point,Ua-46498,1422,30,600-800 AD,Oppland,Norway,Charcoal,Øybrekka,Other,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
5657,Point,Ua-45937,1137,30,600-800 AD,Oppland,Norway,Charcoal,Fryasletta,Other,Betula,Betula,Sør-Fron,61.5491,10.0127,Boreal
5658,Point,Tra-729,1480,30,600-800 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Juniper,Juniper,Stokke,59.2873,10.3327,Boreal
5659,Point,Tra-728,1460,30,600-800 AD,Vestfold,Norway,Charcoal,E18 lok.9,Settlement site,Alnus,Alnus,Stokke,59.2873,10.3327,Boreal
5660,Point,Beta-415776,1470,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Åsgrova 1*,Other,Pinus,Pinus,Rauma,62.538,7.805,Alpine
5661,Point,Beta-437158,1420,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Grepstad*,Other,Pinus,Pinus,Sykkylven,62.309,6.621,Alpine
5662,Point,Beta-428442,1150,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Lok 511 Sinderhaugen VI,Other,Betula,Betula,Vestnes,62.558,7.05,Atlantic
5663,Point,Beta-428451,1230,30,600-800 AD,Møre og Romsdal,Norway,Charcoal,Lok 506 Lunheim II (506 KF I),Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5664,Point,Tra-2467,1420,30,600-800 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Tilia,Tilia,Tønsberg,59.2833,10.3121,Boreal
5665,Point,Tra-2468,1305,30,600-800 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Tilia,Tilia,Tønsberg,59.2833,10.3121,Boreal
5666,Point,Ua-44995,985,30,800-1000 AD,Buskerud,Norway,Charcoal,Gunnarhaugen,Iron production site,"Betula, Pinus, Salix/Populus, Salix caprea",Betula,Ål,60.715,7.616,Alpine
5667,Point,Tra-3769,1210,30,800-1000 AD,Østfold,Norway,Charcoal,Huseby,Other,"Corylus, Quercus",Quercus,Rygge,59.39,10.6649,Boreal
5668,Point,Tra-3769,1210,30,800-1000 AD,Østfold,Norway,Charcoal,Huseby,Other,"Corylus, Quercus",Corylus,Rygge,59.39,10.6649,Boreal
5669,Point,Tua-6255,1205,30,800-1000 AD,Buskerud,Norway,Charcoal,Haglebu1,Iron production site,"Betula, Pinus",Pinus,Sigdal,60.096,9.461,Boreal
5670,Point,Ua-48725,997,30,800-1000 AD,Oppland,Norway,Charcoal,Varpe bro,Iron production site,"Betula, Pinus",Betula,Vang,61.156,8.743,Alpine
5671,Point,Tra-2583,1150,30,800-1000 AD,Oppland,Norway,Charcoal,Rudi,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
5672,Point,Ua-48188,1108,30,800-1000 AD,Buskerud,Norway,Charcoal,Nysetlie,Iron production site,Betula,Betula,Ål,60.715,7.616,Alpine
5673,Point,Ua-45708,1104,30,800-1000 AD,Oppland,Norway,Charcoal,Opdal,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5674,Point,Ua-45696,1101,30,800-1000 AD,Oppland,Norway,Charcoal,Opdal,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5675,Point,Ua-45711,1065,30,800-1000 AD,Oppland,Norway,Charcoal,Opdal,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5676,Point,Ua-45707,1055,30,800-1000 AD,Oppland,Norway,Charcoal,Opdal,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5677,Point,Ua-45712,1054,30,800-1000 AD,Oppland,Norway,Charcoal,Opdal,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5678,Point,Tra-2584,1095,30,800-1000 AD,Oppland,Norway,Charcoal,Rudi,Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
5679,Point,Tra-3089,1070,30,800-1000 AD,Hedmark,Norway,Charcoal,Gaarder,Iron production site,Betula,Betula,Elverum,60.764,10.813,Boreal
5680,Point,Tra-3088,1065,30,800-1000 AD,Hedmark,Norway,Charcoal,Gaarder,Iron production site,Betula,Betula,Elverum,60.764,10.813,Boreal
5681,Point,Tra-4004,1065,30,800-1000 AD,Oppland,Norway,Charcoal,Lomoen,Iron production site,Pinus,Pinus,Nord-Fron,61.494,9.311,Alpine
5682,Point,Tra-543,1005,30,800-1000 AD,Buskerud,Norway,Charcoal,Søre Moen,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
5683,Point,Tra-3437,975,30,800-1000 AD,Aust-Agder,Norway,Charcoal,Stavenes,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
5684,Point,Ua-46185,1158,30,800-1000 AD,Østfold,Norway,Charcoal,Kolberg søndre,Other,Betula,Betula,Fredrikstad,59.2563,10.8525,Boreal
5685,Point,Tra-552,1130,30,800-1000 AD,Vestfold,Norway,Charcoal,Sverdstad,Other,Pinus,Pinus,Sandefjord,59.171,10.241,Boreal
5686,Point,Tra-3959,1115,30,800-1000 AD,Østfold,Norway,Charcoal,Grimstad nordre,Other,Pinus,Pinus,Fredrikstad,59.214,11.0592,Boreal
5687,Point,Tra-4093,1085,30,800-1000 AD,Oppland,Norway,Charcoal,Odenrud I,Other,Pinus,Pinus,Sør-Fron,61.551,9.88,Boreal
5688,Point,Tra-2527,1070,30,800-1000 AD,Vestfold,Norway,Hazel nutshell,E18 lok.54,Other,Hazel nutshell,Corylus,Sandefjord,59.2031,10.2275,Boreal
5689,Point,Ua-46642,1090,30,800-1000 AD,Østfold,Norway,Charcoal,Ystehede,Settlement site,Betula,Betula,Halden,59.066,11.4142,Boreal
5690,Point,Tra-2734,1053,30,800-1000 AD,Buskerud,Norway,Charcoal,Byrkjedalen,Settlement site,Betula,Betula,Hol,60.6333,7.9,Alpine
5691,Point,Tra-551,1195,30,800-1000 AD,Vestfold,Norway,Charcoal,Sverdstad,Other,Betula,Betula,Sandefjord,59.171,10.241,Boreal
5692,Point,Ua-53942,1140,30,800-1000 AD,Vestfold,Norway,Hazel nutshell,Kaupangveien 224,Other,Hazel nutshell,Corylus,Larvik,59.0337,10.1037,Boreal
5693,Point,x14,1190,30,800-1000 AD,Hedmark,Norway,Charcoal,Røst,Iron production site,Picea,Picea,Os,62.314,11.62,Alpine
5694,Point,Tua-5309,1160,30,800-1000 AD,Hedmark,Norway,Charcoal,Horgen nordre,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
5695,Point,Tra-2,1200,30,800-1000 AD,Oppland,Norway,Charcoal,Lisætra,Iron production site,Pinus,Pinus,Øyer,61.273,10.431,Boreal
5696,Point,Tra-3307,1040,30,800-1000 AD,Buskerud,Norway,Charcoal,SudnR31,Iron production site,Betula,Betula,Hol,60.482,8.076,Alpine
5697,Point,Beta-359782,1110,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Berglomtjønnhaugen,Iron production site,Pinus,Pinus,Rauma,62.538,7.805,Alpine
5698,Point,Beta-401510,1010,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Holm,Iron production site,Betula,Betula,Rauma,62.538,7.805,Alpine
5699,Point,Beta-385137,1000,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Myrset,Iron production site,Betula,Betula,Tingvoll,62.876,8.289,Atlantic
5700,Point,Tua-6526,1040,30,800-1000 AD,Oppland,Norway,Charcoal,Gudbrandslie,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5701,Point,Ua-48723,983,30,800-1000 AD,Oppland,Norway,Charcoal,Varpe bro,Iron production site,Betula,Betula,Vang,61.156,8.743,Alpine
5702,Point,Beta-390773,1010,30,800-1000 AD,Oppland,Norway,Wood,Lendbreen,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5703,Point,Tua-5726,1215,30,800-1000 AD,Hedmark,Norway,Charcoal, Fg. 25/R. Gml. markoverflate under voll,Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
5704,Point,Tra-973,1086,30,800-1000 AD,Oppland,Norway,Charcoal,Rensenn,Other,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5705,Point,Beta-428428,1190,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Lok 506 Lunheim II (506 KF II),Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5706,Point,Beta-428449,1190,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Lok 516 Kvilet II*,Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5707,Point,Beta-428440,1130,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Lok 512 Uramyra,Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5708,Point,Beta-428435,1100,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Lok 535 Øveråsløken V,Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5709,Point,Beta-428446,1100,30,800-1000 AD,Møre og Romsdal,Norway,Charcoal,Lok 529 Øveråsløken IV,Other,Pinus,Pinus,Vestnes,62.558,7.05,Atlantic
5710,Point,Tra-1358,1155,30,800-1000 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Salix,Salix,Tønsberg,59.2833,10.3121,Boreal
5711,Point,Tra-2469,1145,30,800-1000 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Salix,Salix,Tønsberg,59.2833,10.3121,Boreal
5712,Point,Tra-1355,1105,30,800-1000 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Alnus,Alnus,Tønsberg,59.2833,10.3121,Boreal
5713,Point,Ua-47929,1165,30,800-1000 AD,Vestfold,Norway,Charcoal,Hystad østre,Other,Betula,Betula,Sandefjord,59.1012,10.2112,Boreal
5714,Point,Ua-47921,1143,30,800-1000 AD,Vestfold,Norway,Charcoal,Hystad østre,Other,Betula,Betula,Sandefjord,59.1012,10.2112,Boreal
5715,Point,Tra-168,2485,30,800-600 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1, hus 1",Settlement site,"Quercus, Pinus",Quercus,Fredrikstad,59.2401,10.9782,Boreal
5716,Point,Tra-168,2485,30,800-600 BC,Østfold,Norway,Charcoal,"Glemmen, lok 1, hus 1",Settlement site,"Quercus, Pinus",Pinus,Fredrikstad,59.2401,10.9782,Boreal
5717,Point,Beta-365533,2390,30,800-600 BC,Møre og Romsdal,Norway,Charcoal,Øydegard,Iron production site,"Betula, Corylus, Salix caprea/Salix/Populus",Betula,Tingvoll,62.876,8.289,Atlantic
5718,Point,Beta-411674,2460,30,800-600 BC,Aust-Agder,Norway,Charcoal,Sagene B2,Other,Betula,Betula,Arendal,58.465,8.767,Boreal
5719,Point,Tra-1693,2485,30,800-600 BC,Vestfold,Norway,Charcoal,E18 lok.76,Other,Salix,Salix,Sandefjord,59.1378,10.1596,Boreal
5720,Point,Ua-45848,2437,30,800-600 BC,Oppland,Norway,Charcoal,Brandrud 1,Settlement site,Betula,Betula,Fron,61.5668,9.9141,Boreal
5721,Point,Beta-430426,2530,30,800-600 BC,Oppland,Norway,Wood,Handklefonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5722,Point,Beta-430415,2500,30,800-600 BC,Oppland,Norway,Charcoal,Åndfonne (Kluftutefonni),Other,Betula,Betula,Skjåk,61.824,8.351,Alpine
5723,Point,Beta-430438,2490,30,800-600 BC,Oppland,Norway,Wood,Langfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5724,Point,UBA-29714,2456,30,800-600 BC,Oppland,Norway,Wood,Digervarden,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5725,Point,UBA-29713,2454,30,800-600 BC,Oppland,Norway,Wood,Digervarden,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5726,Point,Beta-430424,2450,30,800-600 BC,Oppland,Norway,Wood,Storfonne,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5727,Point,Beta-343077,2510,30,800-600 BC,Oppland,Norway,Wood,Lendbreen,Other,Pinus,Pinus,Lom/Skjåk,61.739,8.114,Alpine
5728,Point,Ua-54172,2608,30,800-600 BC,Østfold,Norway,Charcoal,Værn,Other,Betula,Betula,Sarpsborg,59.28,11.163,Boreal
5729,Point,Ua-54172,2608,30,800-600 BC,Østfold,Norway,Charcoal,Værn,Other,Betula,Betula,Sarpsborg,59.28,11.163,Boreal
5730,Point,Tua-5313,1039,29,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjell,Settlement site,Picea,Picea,Åmot,61.2833,11.65,Boreal
5731,Point,Ua-64782,940,29,1000-1200 AD,Østfold,Norway,Wood,Gjellestad,Other,Quercus,Quercus,Halden,59.1477,11.2505,Boreal
5732,Point,Tua-6629,850,29,1000-1200 AD,Vestfold,Norway,Charcoal,Odberg no.,Other,Pinus,Pinus,Larvik,59.4333,9,Boreal
5733,Point,UBA-24057,883,29,1000-1200 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5734,Point,Ua-54171,2673,29,1000-800 BC,Østfold,Norway,Charcoal,Værn,Other,Alnus,Alnus,Sarpsborg,59.28,11.163,Boreal
5735,Point,Tua-6627,674,29,1200-1400 AD,Vestfold,Norway,Charcoal,Odberg no.,Other,Pinus,Pinus,Larvik,59.4333,9,Boreal
5736,Point,UBA-18173,3030,29,1400-1200 BC,Vestfold,Norway,Charcoal,Borge østre 22,Other,Corylus,Corylus,Sandefjord,59.255,10.2917,Boreal
5737,Point,UBA-17543,3041,29,1400-1200 BC,Vestfold,Norway,Hazel nutshell,E18 lok.54,Other,Hazel nutshell,Corylus,Sandefjord,59.2031,10.2275,Boreal
5738,Point,UBA-18443,336,29,1400-1600 AD,Vestfold,Norway,Charcoal,E18 lok.54,Other,Fagus,fagus,Sandefjord,59.2031,10.2275,Boreal
5739,Point,UBA-17539,3278,29,1600-1400 BC,Vestfold,Norway,Charcoal,E18 lok.47,Other,Corylus,Corylus,Stokke,59.2119,10.2441,Boreal
5740,Point,Tua-6384,3307,29,1600-1400 BC,Hedmark,Norway,Charcoal,Myggstadhytta,Other,Betula,Betula,Åmot,61.2,11.45,Boreal
5741,Point,UBA-18175,3386,29,1800-1600 BC,Vestfold,Norway,Charcoal,Borge østre 22,Other,Corylus avellana,Corylus,Sandefjord,59.255,10.2917,Boreal
5742,Point,Tra-969,1715,29,200-400 AD,Oppland,Norway,Charcoal,Rensenn,Other,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5743,Point,Tua-7125,1664,29,200-400 AD,Hedmark,Norway,Charcoal,Rødstranda,Other,Pinus,Pinus,Åmot,61.2,11.45,Boreal
5744,Point,Ua-52881,3747,29,2200-2000 BC,Aust-Agder,Norway,Charcoal,Kvastad A3,Other, Pinus,Pinus,Tvedestrand,58.5657,8.8967,Boreal
5745,Point,UBA-19138,5017,29,4000-3800 BC,Telemark,Norway,Charcoal,Langangen Vestgård 6,Settlement site,Betula,Betula,Porsgrunn,59.1089,9.8013,Boreal
5746,Point,Ua-53917,2176,29,400-200 BC,Aust-Agder,Norway,Charcoal,Kvastad A1,Settlement site,Betula,Betula,Tvedestrand,58.5687,8.8997,Boreal
5747,Point,Ua-53918,2249,29,400-200 BC,Aust-Agder,Norway,Charcoal,Kvastad A1,Settlement site,Alnus,Alnus,Tvedestrand,58.5687,8.8997,Boreal
5748,Point,UBA-18168,2239,29,400-200 BC,Vestfold,Norway,Charcoal,Borge østre 22,Other,Alnus sp.,Alnus,Sandefjord,59.255,10.2917,Boreal
5749,Point,Ua-51833,2204,29,400-200 BC,Vestfold,Norway,Charcoal,Ormestad,Other,Fraxinus,Fraxinus,Sandefjord,59.171,10.241,Boreal
5750,Point,UBA-17818,2160,29,400-200 BC,Vestfold,Norway,Charcoal,E18 lok.51,Other,Alnus,Alnus,Sandefjord,59.2078,10.2334,Boreal
5751,Point,Tra-974,1524,29,400-600 AD,Oppland,Norway,Charcoal,Rensenn,Settlement site,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5752,Point,UBA-24041,2351,29,600-400 BC,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Fraxinus,Fraxinus,Hobøl,59.625,10.988,Boreal
5753,Point,Tua-7126,2371,29,600-400 BC,Hedmark,Norway,Charcoal,Rødstranda,Other,Pinus,Pinus,Åmot,61.2,11.45,Boreal
5754,Point,UBA-17544,2446,29,600-400 BC,Vestfold,Norway,Hazel nutshell,E18 lok.54,Other,Hazel nutshell,Corylus,Sandefjord,59.2031,10.2275,Boreal
5755,Point,UBA-18572,2394,29,600-400 BC,Vestfold,Norway,Charcoal,E18 lok.54,Other,Quercus,Quercus,Sandefjord,59.2031,10.2275,Boreal
5756,Point,Tra-971,1361,29,600-800 AD,Oppland,Norway,Charcoal,Rensenn,Other,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5757,Point,Tra-967,1293,29,600-800 AD,Oppland,Norway,Charcoal,Rensenn,Settlement site,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5758,Point,Tua-7122,1104,29,800-1000 AD,Hedmark,Norway,Charcoal,Melvold,Settlement site,Betula,Betula,Åmot,61.2,11.45,Boreal
5759,Point,Tra-970,978,29,800-1000 AD,Oppland,Norway,Charcoal,Rensenn,Settlement site,Betula,Betula,Vestre Slidre,61.1333,8.8333,Boreal
5760,Point,UBA-24054,1151,29,800-1000 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Pinus,Pinus,Hobøl,59.625,10.988,Boreal
5761,Point,UBA-17467,2526,29,800-600 BC,Vestfold,Norway,Charcoal,E18 lok.11,Other,Alnus,Alnus,Stokke,59.276,10.3042,Boreal
5762,Point,Ua-54175,2471,29,800-600 BC,Østfold,Norway,Charcoal,Furuholt,Other,Corylus,Corylus,Råde,59.3458,10.9104,Boreal
5763,Point,Ua-55521,2596,29,800-600 BC,Østfold,Norway,Charcoal,"Eidsberg fengsel, husområde 1",Settlement site,Betula,Betula,Eidsberg,59.5678,11.329,Boreal
5764,Point,UBA-24052,881,28,1000-1200 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Settlement site,Betula,Betula,Hobøl,59.625,10.988,Boreal
5765,Point,UBA-24056,1021,28,1000-1200 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Alnus,Alnus,Hobøl,59.625,10.988,Boreal
5766,Point,UBA-24036,851,28,1000-1200 AD,Østfold,Norway,Charcoal,Knappstad/Riggesum,Other,Picea,Picea,Hobøl,59.625,10.988,Boreal
5767,Point,UB-27774,825,28,1000-1200 AD,Oppland,Norway,Birch bark,Lendbreen,Other,Betula,Betula,Lom/Skjåk,61.739,8.114,Alpine
5768,Point,UBA-18176,2826,28,1000-800 BC,Vestfold,Norway,Charcoal,Borge østre 22,Other,Corylus avellana,Corylus,Sandefjord,59.255,10.2917,Boreal
5769,Point,Ua-53428,2724,28,1000-800 BC,Hedmark,Norway,Charcoal,id22092,Other,Pinus,Pinus,Åmot,61.142,11.511,Boreal
5770,Point,UBA-17810,2863,28,1200-1000 BC,Vestfold,Norway,Charcoal,E18 lok.51,Other,Corylus,Corylus,Sandefjord,59.2078,10.2334,Boreal
5771,Point,Tra-2731,741,28,1200-1400 AD,Buskerud,Norway,Charcoal,Urevassbotn,Settlement site,Betula,Betula,Hol,60.7167,7.7,Alpine
5772,Point,Ua-52893,3187,28,1600-1400 BC,Aust-Agder,Norway,Charcoal,Kvastad A9,Settlement site, Pinus,Pinus,Tvedestrand,58.5663,8.8971,Boreal
5773,Point,UBA-17458,2123,28,200-1 BC,Vestfold,Norway,Unknown,E18 lok.7,Other,Alnus,Alnus,Stokke,59.2784,10.3073,Boreal
